EmployeeID,Age,BusinessTravel,MonthlyIncome,JobSatisfaction,Bonus,Department,DistanceFromHome,Education,EducationField,EnvSatisfaction,Gender,JobRole,MaritalStatus,PerformanceRating,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,OverTime,Attrition
292,30,Non-Travel,8474,3,33896,Research & Development,1,1,Life Sciences,3,Male,Manufacturing Director,Single,4,2,11,5,No,No
293,27,Travel_Frequently,9981,3,29943,Sales,20,3,Life Sciences,4,Female,Sales Executive,Single,3,2,7,0,No,No
296,51,Travel_Rarely,12490,2,37470,Research & Development,8,4,Life Sciences,2,Male,Research Director,Married,3,5,10,4,No,No
297,30,Travel_Rarely,2657,1,7971,Research & Development,3,3,Technical Degree,4,Female,Research Scientist,Single,3,5,5,0,Yes,Yes
298,41,Travel_Rarely,13591,4,40773,Sales,6,3,Life Sciences,4,Female,Manager,Single,3,3,1,0,Yes,No
299,30,Travel_Frequently,6696,1,20088,Sales,26,4,Marketing,3,Female,Sales Executive,Single,3,5,6,0,No,Yes
300,29,Travel_Rarely,2058,3,6174,Research & Development,1,3,Technical Degree,3,Male,Research Scientist,Single,3,1,6,1,No,Yes
302,45,Non-Travel,8865,4,26595,Sales,6,3,Medical,4,Female,Sales Executive,Single,3,2,19,12,No,No
303,54,Travel_Rarely,5940,1,17820,Sales,3,3,Marketing,4,Female,Sales Executive,Married,3,4,6,0,No,No
304,36,Travel_Rarely,5914,2,17742,Research & Development,5,2,Life Sciences,4,Male,Laboratory Technician,Single,3,3,13,3,No,No
305,33,Travel_Rarely,2622,2,10488,Research & Development,4,4,Medical,3,Female,Research Scientist,Married,4,3,3,1,No,No
306,37,Travel_Frequently,12185,4,36555,Research & Development,11,3,Other,2,Male,Research Director,Divorced,3,1,10,0,Yes,No
307,38,Travel_Rarely,10609,3,31827,Sales,3,3,Life Sciences,1,Male,Sales Executive,Divorced,3,6,16,5,No,No
308,31,Non-Travel,4345,3,13035,Research & Development,1,4,Medical,3,Male,Manufacturing Director,Married,3,2,5,1,No,No
309,59,Travel_Rarely,2177,4,6531,Research & Development,3,3,Life Sciences,3,Male,Research Scientist,Married,3,6,1,0,No,No
311,37,Travel_Frequently,2793,4,8379,Sales,4,4,Marketing,1,Male,Sales Representative,Divorced,3,2,9,5,No,No
312,29,Travel_Frequently,7918,4,23754,Sales,1,1,Medical,2,Female,Sales Executive,Married,3,5,11,4,No,No
314,35,Travel_Frequently,8789,3,26367,Sales,1,3,Marketing,3,Female,Sales Executive,Single,3,3,10,0,No,No
315,29,Travel_Rarely,2389,4,7167,Research & Development,18,1,Medical,3,Male,Research Scientist,Single,3,3,4,0,Yes,Yes
316,52,Travel_Rarely,3212,4,9636,Research & Development,2,3,Life Sciences,3,Female,Laboratory Technician,Single,3,3,2,2,No,No
319,42,Travel_Rarely,19232,4,57696,Research & Development,4,2,Technical Degree,3,Male,Manager,Married,3,3,22,11,No,No
321,59,Travel_Rarely,2267,3,6801,Human Resources,6,2,Medical,2,Male,Human Resources,Married,3,2,2,2,No,No
323,50,Travel_Rarely,19517,4,58551,Sales,1,4,Medical,4,Female,Manager,Divorced,3,3,7,0,No,No
325,33,Travel_Rarely,2436,4,7308,Research & Development,14,3,Medical,3,Male,Laboratory Technician,Married,3,2,5,0,Yes,Yes
327,43,Travel_Rarely,16064,4,64256,Sales,16,3,Marketing,4,Female,Manager,Married,4,3,17,1,Yes,No
328,33,Travel_Rarely,2707,1,10828,Research & Development,2,2,Life Sciences,1,Female,Laboratory Technician,Married,4,3,9,1,No,Yes
329,52,Non-Travel,19068,3,57204,Sales,2,4,Life Sciences,1,Male,Manager,Single,3,2,33,15,Yes,No
330,32,Travel_Rarely,3931,2,11793,Sales,4,2,Life Sciences,3,Female,Sales Representative,Married,3,5,4,1,No,No
331,32,Travel_Rarely,3730,3,11190,Research & Development,1,3,Life Sciences,4,Male,Laboratory Technician,Single,3,2,3,1,Yes,Yes
332,39,Travel_Rarely,2232,3,6696,Research & Development,1,4,Medical,3,Female,Laboratory Technician,Divorced,3,1,3,1,No,No
333,32,Non-Travel,4465,4,13395,Sales,26,4,Marketing,3,Male,Sales Executive,Married,3,2,3,2,No,No
334,41,Travel_Rarely,3072,1,9216,Research & Development,19,2,Life Sciences,3,Male,Research Scientist,Divorced,3,2,1,0,No,No
335,40,Travel_Rarely,3319,4,9957,Research & Development,24,2,Technical Degree,1,Male,Research Scientist,Divorced,3,3,9,4,No,No
336,45,Travel_Rarely,19202,4,57606,Research & Development,1,3,Other,3,Male,Manager,Married,3,2,24,1,No,No
337,31,Travel_Frequently,13675,3,41025,Research & Development,3,4,Medical,2,Male,Research Director,Divorced,3,3,2,2,No,No
338,33,Travel_Rarely,2911,4,8733,Research & Development,5,4,Life Sciences,3,Female,Research Scientist,Married,3,2,2,0,No,No
339,34,Travel_Rarely,5957,1,17871,Research & Development,2,4,Life Sciences,4,Male,Manufacturing Director,Married,3,3,11,5,No,No
340,37,Travel_Rarely,3920,1,11760,Research & Development,1,2,Medical,3,Female,Research Scientist,Married,3,2,3,0,No,No
341,45,Travel_Frequently,6434,3,19302,Research & Development,7,4,Life Sciences,1,Male,Manufacturing Director,Married,3,1,3,0,No,No
342,37,Travel_Frequently,10048,3,30144,Research & Development,10,3,Medical,1,Male,Manufacturing Director,Divorced,3,5,1,0,No,Yes
343,39,Travel_Frequently,10938,3,43752,Research & Development,2,4,Technical Degree,3,Female,Healthcare Representative,Single,4,1,19,11,No,No
346,29,Travel_Rarely,2340,4,7020,Research & Development,15,3,Life Sciences,3,Male,Research Scientist,Single,3,1,6,1,No,No
347,42,Travel_Rarely,6545,1,19635,Research & Development,17,2,Life Sciences,4,Female,Research Scientist,Single,3,1,3,0,Yes,No
349,29,Travel_Rarely,6931,4,20793,Sales,20,2,Marketing,4,Male,Sales Executive,Divorced,3,2,3,0,No,No
350,25,Travel_Rarely,4898,3,14694,Research & Development,1,3,Life Sciences,1,Female,Manufacturing Director,Married,3,3,4,1,No,No
351,42,Travel_Rarely,2593,1,7779,Research & Development,2,3,Medical,4,Female,Laboratory Technician,Divorced,3,4,9,7,Yes,No
352,40,Travel_Rarely,19436,3,58308,Research & Development,2,2,Medical,1,Male,Research Director,Divorced,3,5,21,3,No,No
353,51,Travel_Rarely,2723,4,8169,Research & Development,1,3,Life Sciences,3,Male,Research Scientist,Married,3,0,1,0,No,No
355,31,Travel_Frequently,3479,2,10437,Research & Development,29,2,Medical,3,Male,Laboratory Technician,Single,3,2,5,1,No,Yes
359,32,Travel_Frequently,2794,2,11176,Research & Development,7,3,Life Sciences,2,Male,Laboratory Technician,Married,4,3,5,0,No,No
361,38,Non-Travel,5249,4,15747,Sales,2,2,Life Sciences,4,Male,Sales Executive,Married,3,0,8,7,No,No
362,32,Travel_Rarely,2176,1,6528,Research & Development,2,1,Technical Degree,4,Male,Laboratory Technician,Single,3,5,6,0,No,No
363,46,Travel_Rarely,16872,2,50616,Sales,2,3,Technical Degree,3,Female,Manager,Married,3,2,7,7,Yes,No
364,28,Travel_Rarely,3485,3,10455,Research & Development,2,4,Life Sciences,1,Male,Laboratory Technician,Single,3,5,0,0,No,Yes
366,29,Travel_Rarely,6644,2,19932,Sales,2,3,Medical,1,Male,Sales Executive,Married,3,2,0,0,No,No
367,31,Travel_Rarely,5582,4,22328,Research & Development,23,3,Medical,2,Male,Healthcare Representative,Married,4,2,9,7,No,No
369,25,Non-Travel,4000,1,12000,Research & Development,5,2,Life Sciences,2,Male,Healthcare Representative,Divorced,3,2,6,1,No,No
372,45,Travel_Rarely,13496,4,40488,Research & Development,20,2,Medical,3,Male,Healthcare Representative,Married,3,2,20,4,Yes,No
373,36,Travel_Rarely,3210,4,9630,Research & Development,6,3,Life Sciences,4,Male,Laboratory Technician,Married,3,4,15,10,No,No
374,55,Travel_Rarely,19045,1,57135,Research & Development,1,3,Medical,4,Male,Manager,Single,3,2,36,4,Yes,No
376,47,Non-Travel,11849,2,35547,Research & Development,29,4,Life Sciences,1,Male,Manager,Married,3,2,10,9,Yes,Yes
377,28,Travel_Rarely,2070,4,8280,Research & Development,9,3,Medical,4,Male,Research Scientist,Married,4,3,5,0,No,No
378,37,Travel_Rarely,6502,4,19506,Sales,6,4,Medical,3,Male,Sales Executive,Married,3,5,5,0,No,No
379,21,Travel_Rarely,3230,3,9690,Research & Development,3,2,Medical,4,Male,Research Scientist,Single,3,4,3,1,No,No
380,37,Non-Travel,13603,4,40809,Research & Development,1,4,Medical,1,Female,Research Director,Divorced,3,2,5,0,Yes,No
381,35,Travel_Rarely,11996,2,35988,Research & Development,22,3,Life Sciences,2,Female,Manager,Divorced,3,6,7,6,No,No
382,38,Travel_Rarely,5605,1,22420,Sales,7,2,Medical,1,Female,Sales Executive,Divorced,4,3,8,7,Yes,No
384,26,Travel_Frequently,6397,2,25588,Research & Development,1,3,Life Sciences,3,Female,Manufacturing Director,Divorced,4,6,6,1,No,No
385,50,Travel_Rarely,19144,2,57432,Research & Development,4,1,Life Sciences,1,Male,Research Director,Divorced,3,4,10,1,No,No
386,53,Travel_Rarely,17584,3,52752,Research & Development,3,4,Medical,3,Male,Research Director,Married,3,5,5,1,Yes,No
387,42,Travel_Rarely,4907,3,19628,Sales,1,1,Life Sciences,2,Male,Sales Executive,Married,4,3,20,11,No,No
388,29,Travel_Frequently,4554,4,13662,Sales,2,2,Life Sciences,2,Male,Sales Executive,Single,3,3,10,0,No,No
389,55,Travel_Rarely,5415,4,16245,Research & Development,20,2,Technical Degree,2,Male,Laboratory Technician,Married,3,4,10,0,Yes,No
390,26,Travel_Frequently,4741,1,14223,Research & Development,11,2,Medical,1,Male,Healthcare Representative,Married,3,3,5,3,Yes,No
391,37,Travel_Rarely,2115,4,6345,Research & Development,1,3,Life Sciences,4,Female,Research Scientist,Single,3,3,17,5,No,No
392,44,Travel_Frequently,3161,3,12644,Research & Development,24,3,Life Sciences,4,Male,Laboratory Technician,Divorced,4,0,1,0,Yes,Yes
393,38,Travel_Rarely,5745,4,17235,Research & Development,23,4,Life Sciences,4,Male,Healthcare Representative,Divorced,3,2,2,1,No,No
394,26,Travel_Rarely,2373,2,7119,Research & Development,16,4,Medical,1,Male,Laboratory Technician,Divorced,3,2,3,0,Yes,Yes
395,28,Travel_Rarely,3310,4,13240,Research & Development,8,2,Life Sciences,4,Female,Research Scientist,Single,4,3,5,0,No,No
396,49,Travel_Frequently,18665,1,55995,Research & Development,10,4,Life Sciences,3,Female,Research Director,Single,3,4,3,1,Yes,No
397,36,Travel_Rarely,4485,2,13455,Research & Development,3,3,Technical Degree,3,Male,Research Scientist,Single,3,2,8,7,No,No
399,31,Travel_Frequently,2789,2,8367,Sales,5,3,Marketing,4,Female,Sales Representative,Divorced,3,5,2,2,No,No
401,26,Travel_Rarely,5828,4,17484,Sales,4,4,Marketing,4,Male,Sales Executive,Single,3,0,8,7,Yes,Yes
403,37,Travel_Frequently,2326,4,6978,Research & Development,9,3,Medical,2,Male,Research Scientist,Married,3,3,4,1,Yes,No
404,42,Travel_Frequently,13525,2,40575,Sales,26,3,Marketing,3,Female,Sales Executive,Married,3,2,20,4,No,No
405,18,Travel_Rarely,1420,3,4260,Research & Development,3,3,Life Sciences,3,Male,Laboratory Technician,Single,3,2,0,0,No,Yes
406,35,Travel_Rarely,8020,2,24060,Sales,16,3,Marketing,3,Male,Sales Executive,Married,3,3,11,6,No,No
407,36,Travel_Frequently,3688,4,11064,Research & Development,18,4,Life Sciences,3,Male,Laboratory Technician,Married,3,2,1,0,No,No
408,51,Travel_Rarely,5482,2,16446,Research & Development,2,3,Medical,4,Male,Manufacturing Director,Divorced,3,3,4,1,No,No
410,41,Travel_Rarely,16015,2,48045,Sales,2,4,Life Sciences,4,Male,Manager,Single,3,2,22,0,No,No
411,18,Travel_Rarely,1200,3,3600,Sales,10,3,Medical,4,Female,Sales Representative,Single,3,2,0,0,No,No
412,28,Travel_Rarely,5661,1,16983,Research & Development,16,2,Medical,2,Male,Healthcare Representative,Single,3,2,8,0,No,No
416,31,Travel_Rarely,6929,4,20787,Sales,7,3,Technical Degree,2,Male,Sales Executive,Married,3,3,8,7,No,No
417,39,Travel_Rarely,9613,4,28839,Research & Development,1,3,Medical,3,Male,Healthcare Representative,Divorced,3,5,18,3,No,No
419,36,Non-Travel,5674,2,17022,Research & Development,24,4,Life Sciences,2,Female,Laboratory Technician,Married,3,3,9,0,No,No
420,32,Travel_Rarely,5484,3,16452,Sales,7,3,Life Sciences,4,Male,Sales Executive,Married,3,3,13,4,No,No
421,38,Travel_Rarely,12061,2,36183,Research & Development,25,2,Life Sciences,1,Female,Research Director,Married,3,2,10,0,No,No
422,58,Non-Travel,5660,3,16980,Research & Development,1,4,Life Sciences,4,Male,Healthcare Representative,Divorced,3,2,5,1,Yes,No
423,31,Travel_Rarely,4821,4,14463,Research & Development,5,4,Technical Degree,3,Male,Research Scientist,Married,3,4,5,0,Yes,No
424,31,Travel_Rarely,6410,1,19230,Human Resources,2,3,Human Resources,1,Male,Human Resources,Married,3,1,2,1,No,No
425,45,Travel_Frequently,5210,1,15630,Research & Development,7,3,Life Sciences,1,Male,Laboratory Technician,Divorced,3,2,24,9,No,No
426,31,Travel_Rarely,2695,4,8085,Research & Development,2,4,Life Sciences,3,Male,Research Scientist,Divorced,3,2,2,2,Yes,No
428,33,Travel_Frequently,11878,2,35634,Research & Development,5,4,Life Sciences,4,Female,Manager,Married,3,2,10,8,No,No
429,39,Travel_Rarely,17068,1,51204,Research & Development,10,1,Medical,3,Male,Manager,Married,3,3,21,11,Yes,No
430,43,Travel_Frequently,2455,4,7365,Research & Development,10,4,Life Sciences,3,Female,Laboratory Technician,Single,3,5,8,1,No,No
431,49,Travel_Rarely,13964,3,41892,Research & Development,1,2,Technical Degree,3,Female,Healthcare Representative,Single,3,2,7,0,Yes,No
433,52,Travel_Rarely,4941,2,14823,Research & Development,8,4,Medical,3,Male,Research Scientist,Married,3,3,8,7,No,Yes
434,27,Travel_Rarely,2478,2,7434,Research & Development,5,3,Life Sciences,3,Female,Research Scientist,Single,3,2,4,1,Yes,No
436,32,Travel_Rarely,5228,2,15684,Sales,8,2,Technical Degree,3,Female,Sales Executive,Married,3,2,13,11,Yes,No
437,27,Travel_Rarely,4478,3,13434,Sales,2,3,Life Sciences,4,Male,Sales Executive,Single,3,3,5,0,Yes,No
438,31,Travel_Rarely,7547,4,22641,Sales,7,3,Marketing,4,Male,Sales Executive,Divorced,3,3,7,1,No,No
439,32,Travel_Rarely,5055,4,15165,Research & Development,2,4,Medical,1,Female,Research Scientist,Single,3,0,7,0,No,No
440,28,Travel_Rarely,3464,4,10392,Research & Development,2,4,Medical,1,Male,Research Scientist,Married,3,4,3,2,Yes,Yes
441,30,Travel_Rarely,5775,4,17325,Research & Development,28,2,Medical,4,Female,Research Scientist,Married,3,2,10,1,No,No
442,31,Travel_Frequently,8943,3,35772,Research & Development,7,2,Life Sciences,3,Female,Manufacturing Director,Married,4,2,10,8,No,No
444,39,Travel_Frequently,19272,4,57816,Research & Development,7,2,Medical,3,Male,Manager,Married,3,2,21,13,No,No
445,39,Travel_Rarely,5238,3,15714,Sales,3,2,Medical,4,Female,Sales Executive,Married,3,3,1,0,Yes,Yes
446,33,Travel_Frequently,4682,4,14046,Sales,10,3,Marketing,2,Male,Sales Executive,Single,3,6,7,0,No,No
447,47,Travel_Rarely,18300,3,54900,Research & Development,5,5,Life Sciences,4,Male,Research Director,Married,3,2,3,1,No,No
448,43,Travel_Frequently,5257,3,15771,Research & Development,10,4,Life Sciences,3,Female,Laboratory Technician,Divorced,3,3,9,0,No,No
449,27,Non-Travel,6349,2,19047,Sales,1,1,Marketing,3,Male,Sales Executive,Married,3,0,5,1,Yes,No
450,54,Travel_Frequently,4869,3,14607,Research & Development,20,4,Life Sciences,4,Female,Research Scientist,Single,3,4,4,0,No,No
451,43,Travel_Rarely,9985,1,29955,Research & Development,7,3,Life Sciences,3,Female,Healthcare Representative,Married,3,1,1,0,No,No
452,45,Travel_Rarely,3697,4,11091,Research & Development,8,4,Other,4,Male,Research Scientist,Married,3,3,10,9,No,No
453,40,Travel_Rarely,7457,4,29828,Sales,1,2,Medical,2,Male,Sales Executive,Married,4,2,4,0,Yes,No
454,29,Travel_Rarely,2119,1,6357,Research & Development,8,4,Other,2,Male,Laboratory Technician,Married,3,4,7,0,Yes,Yes
455,29,Travel_Rarely,3983,4,11949,Research & Development,9,5,Other,2,Male,Laboratory Technician,Single,3,2,3,2,No,No
456,30,Travel_Rarely,6118,3,18354,Sales,5,3,Marketing,4,Female,Sales Executive,Divorced,3,2,10,1,No,No
458,27,Travel_Rarely,6214,2,18642,Sales,8,4,Marketing,2,Female,Sales Executive,Married,3,3,8,0,No,No
460,37,Travel_Rarely,6347,4,19041,Research & Development,5,2,Medical,4,Male,Manufacturing Director,Divorced,3,2,6,0,No,No
461,38,Travel_Rarely,11510,4,34530,Research & Development,15,2,Life Sciences,3,Male,Research Director,Divorced,3,3,11,2,Yes,No
462,31,Travel_Rarely,7143,4,21429,Research & Development,7,4,Medical,3,Female,Manufacturing Director,Single,3,2,11,4,Yes,No
463,29,Travel_Rarely,8268,2,24804,Sales,10,1,Marketing,4,Female,Sales Executive,Divorced,3,2,7,1,Yes,No
464,35,Travel_Rarely,8095,2,24285,Research & Development,5,4,Technical Degree,3,Male,Manufacturing Director,Single,3,5,16,0,No,No
465,23,Travel_Rarely,2904,4,8712,Research & Development,26,1,Life Sciences,3,Male,Research Scientist,Divorced,3,2,4,0,No,No
466,41,Travel_Rarely,6032,2,18096,Research & Development,6,3,Medical,4,Male,Manufacturing Director,Single,3,3,5,1,Yes,No
467,47,Travel_Frequently,2976,3,8928,Sales,4,1,Medical,2,Male,Sales Representative,Single,3,3,0,0,No,No
468,42,Travel_Rarely,15992,4,47976,Research & Development,23,5,Life Sciences,1,Female,Research Director,Single,3,2,1,0,No,No
469,29,Non-Travel,4649,3,13947,Sales,2,3,Life Sciences,4,Male,Sales Executive,Married,3,3,4,0,No,No
470,42,Travel_Rarely,2696,3,8088,Human Resources,2,1,Technical Degree,3,Male,Human Resources,Divorced,3,5,3,1,Yes,No
471,32,Travel_Rarely,2370,2,7110,Research & Development,2,3,Medical,3,Female,Laboratory Technician,Married,3,4,8,0,No,No
473,48,Travel_Rarely,12504,3,50016,Sales,29,1,Medical,1,Female,Manager,Married,4,3,0,0,No,No
474,37,Travel_Rarely,5974,1,17922,Research & Development,6,3,Medical,3,Male,Research Scientist,Divorced,3,2,7,6,Yes,No
475,30,Non-Travel,4736,3,14208,Sales,25,2,Technical Degree,4,Female,Sales Executive,Married,3,2,2,2,Yes,No
476,26,Travel_Rarely,5296,3,15888,Sales,1,3,Life Sciences,3,Male,Sales Executive,Married,3,3,8,7,No,No
477,42,Travel_Rarely,6781,4,27124,Research & Development,2,4,Other,1,Male,Healthcare Representative,Single,4,6,1,0,No,No
478,21,Travel_Frequently,2174,2,6522,Sales,1,1,Technical Degree,1,Female,Sales Representative,Single,3,3,3,1,Yes,Yes
479,36,Non-Travel,6653,4,19959,Sales,1,5,Medical,4,Female,Sales Executive,Single,3,6,1,0,No,No
481,36,Travel_Frequently,9699,4,29097,Sales,3,4,Medical,1,Male,Sales Executive,Married,3,2,13,1,No,No
482,57,Travel_Rarely,6755,3,20265,Research & Development,1,4,Medical,4,Male,Healthcare Representative,Married,3,2,3,1,No,No
483,40,Travel_Rarely,2213,3,6639,Research & Development,10,4,Life Sciences,4,Female,Laboratory Technician,Married,3,3,7,1,Yes,No
484,21,Non-Travel,2610,4,10440,Sales,9,2,Medical,1,Male,Sales Representative,Single,4,3,3,2,No,No
485,33,Travel_Rarely,2851,3,8553,Sales,5,3,Marketing,4,Female,Sales Representative,Single,3,2,1,0,Yes,Yes
486,37,Travel_Rarely,3452,1,13808,Research & Development,10,3,Medical,3,Female,Laboratory Technician,Married,4,3,5,0,No,No
487,46,Non-Travel,5258,3,15774,Research & Development,7,4,Medical,3,Female,Manufacturing Director,Married,3,2,1,0,No,No
488,41,Travel_Frequently,9355,2,28065,Sales,4,3,Marketing,1,Male,Sales Executive,Single,3,5,8,7,No,Yes
491,50,Travel_Rarely,10496,4,31488,Research & Development,10,3,Technical Degree,4,Male,Healthcare Representative,Single,3,2,4,1,No,No
492,40,Travel_Rarely,6380,3,19140,Sales,22,2,Marketing,3,Male,Sales Executive,Married,3,6,6,1,Yes,Yes
493,31,Travel_Rarely,2657,2,7971,Research & Development,9,4,Life Sciences,3,Male,Research Scientist,Single,3,5,2,2,Yes,No
494,21,Travel_Rarely,2716,2,8148,Sales,12,3,Life Sciences,3,Female,Sales Representative,Single,3,0,1,0,No,Yes
495,29,Travel_Rarely,2201,4,6603,Research & Development,23,3,Life Sciences,4,Male,Research Scientist,Single,3,4,3,1,No,No
496,35,Travel_Rarely,6540,2,19620,Research & Development,9,4,Life Sciences,3,Male,Healthcare Representative,Single,3,5,1,0,No,No
497,27,Travel_Rarely,3816,2,11448,Research & Development,1,2,Medical,4,Male,Laboratory Technician,Divorced,3,2,5,0,No,No
498,28,Travel_Rarely,5253,4,15759,Sales,9,4,Life Sciences,2,Male,Sales Executive,Single,3,1,7,0,No,No
499,49,Travel_Rarely,10965,3,43860,Research & Development,7,3,Other,2,Male,Healthcare Representative,Single,4,2,5,0,No,No
500,51,Travel_Rarely,4936,4,14808,Sales,14,2,Life Sciences,3,Female,Sales Executive,Married,3,2,7,0,No,No
501,36,Travel_Rarely,2543,3,7629,Research & Development,2,3,Life Sciences,4,Female,Research Scientist,Married,3,3,2,2,No,No
502,34,Non-Travel,5304,4,15912,Sales,19,3,Marketing,1,Male,Sales Executive,Single,3,3,5,0,Yes,Yes
505,55,Travel_Rarely,16659,4,49977,Research & Development,2,3,Life Sciences,3,Female,Manager,Single,3,2,5,1,Yes,No
507,24,Travel_Rarely,4260,3,12780,Sales,10,4,Marketing,4,Female,Sales Executive,Divorced,3,2,5,0,Yes,No
508,30,Travel_Rarely,2476,2,7428,Sales,2,1,Technical Degree,3,Male,Sales Representative,Married,3,3,1,0,No,No
510,26,Travel_Frequently,3102,1,12408,Research & Development,3,1,Technical Degree,3,Male,Research Scientist,Single,4,2,6,0,No,Yes
511,22,Travel_Rarely,2244,2,6732,Research & Development,11,3,Medical,1,Female,Research Scientist,Married,3,1,2,1,No,No
513,36,Travel_Rarely,7596,3,22788,Sales,2,2,Medical,2,Male,Sales Executive,Married,3,2,10,9,No,No
514,30,Travel_Frequently,2285,4,9140,Research & Development,4,3,Technical Degree,3,Male,Research Scientist,Single,4,4,1,0,Yes,Yes
515,37,Travel_Rarely,3034,1,9102,Research & Development,14,3,Life Sciences,4,Female,Laboratory Technician,Divorced,3,2,18,12,No,No
516,40,Travel_Rarely,5715,2,17145,Sales,2,2,Marketing,4,Female,Sales Executive,Divorced,3,5,5,1,No,No
517,42,Travel_Rarely,2576,1,7728,Research & Development,1,4,Life Sciences,2,Female,Laboratory Technician,Divorced,3,5,5,1,No,No
518,37,Travel_Rarely,4197,2,12591,Research & Development,10,4,Life Sciences,3,Male,Manufacturing Director,Single,3,2,1,0,Yes,No
520,43,Travel_Rarely,14336,2,43008,Research & Development,12,3,Life Sciences,1,Male,Research Director,Divorced,3,3,25,3,No,No
521,40,Travel_Rarely,3448,3,13792,Research & Development,2,3,Medical,2,Female,Laboratory Technician,Married,4,3,1,0,No,No
522,54,Travel_Rarely,19406,1,58218,Research & Development,5,2,Medical,1,Male,Research Director,Married,3,4,4,1,No,No
523,34,Non-Travel,6538,3,19614,Sales,4,4,Marketing,3,Female,Sales Executive,Married,3,3,3,1,No,No
524,31,Travel_Rarely,4306,1,12918,Research & Development,7,2,Medical,2,Female,Manufacturing Director,Married,3,5,13,3,No,No
525,43,Travel_Frequently,2258,4,9032,Research & Development,21,3,Medical,4,Male,Laboratory Technician,Married,4,1,3,1,No,No
526,43,Travel_Rarely,4522,3,13566,Research & Development,8,4,Other,3,Female,Healthcare Representative,Divorced,3,3,5,0,Yes,No
527,25,Travel_Rarely,4487,4,13461,Sales,4,2,Life Sciences,2,Female,Sales Executive,Single,3,3,5,1,Yes,No
529,37,Non-Travel,4449,3,13347,Research & Development,25,5,Medical,2,Female,Research Scientist,Married,3,2,13,10,Yes,No
530,31,Travel_Rarely,2218,1,6654,Research & Development,1,2,Life Sciences,4,Male,Laboratory Technician,Married,3,3,4,3,No,No
531,39,Travel_Frequently,19197,3,57591,Research & Development,1,1,Life Sciences,2,Male,Manager,Divorced,3,3,21,1,Yes,No
532,56,Travel_Frequently,13212,1,39636,Sales,6,3,Life Sciences,3,Female,Sales Executive,Married,3,0,7,7,No,No
533,30,Travel_Rarely,6577,3,19731,Sales,12,3,Technical Degree,2,Female,Sales Executive,Single,3,6,5,4,No,No
534,41,Travel_Rarely,8392,1,25176,Sales,1,3,Marketing,2,Male,Sales Executive,Married,3,2,10,0,No,No
536,28,Travel_Rarely,4558,1,13674,Research & Development,17,2,Medical,3,Male,Laboratory Technician,Divorced,3,2,10,1,No,No
538,25,Travel_Rarely,4031,1,12093,Research & Development,3,3,Medical,1,Male,Laboratory Technician,Married,3,5,2,0,No,Yes
543,52,Travel_Rarely,7969,3,23907,Research & Development,3,3,Medical,4,Male,Manufacturing Director,Married,3,4,5,0,Yes,No
544,45,Travel_Rarely,2654,4,10616,Research & Development,10,2,Life Sciences,1,Male,Research Scientist,Married,4,3,2,0,No,No
546,52,Travel_Rarely,16555,4,49665,Research & Development,4,2,Life Sciences,4,Female,Manager,Married,3,2,5,1,No,No
547,42,Travel_Frequently,4556,3,13668,Research & Development,29,2,Life Sciences,1,Female,Research Scientist,Divorced,3,3,5,0,No,No
548,30,Travel_Rarely,6091,4,24364,Research & Development,2,3,Life Sciences,3,Female,Manufacturing Director,Single,4,2,5,0,No,No
549,60,Travel_Rarely,19566,1,58698,Research & Development,7,3,Life Sciences,1,Female,Manager,Married,3,5,29,11,No,No
550,46,Travel_Rarely,4810,3,14430,Research & Development,18,3,Medical,3,Female,Manufacturing Director,Divorced,3,5,10,0,No,No
551,42,Travel_Frequently,4523,4,13569,Research & Development,28,4,Technical Degree,4,Female,Healthcare Representative,Married,3,4,6,0,No,No
554,24,Travel_Rarely,3202,2,9606,Sales,1,1,Technical Degree,1,Female,Sales Representative,Single,3,4,5,1,Yes,Yes
555,34,Travel_Frequently,2351,3,7053,Sales,6,2,Marketing,4,Female,Sales Representative,Divorced,3,3,2,1,No,Yes
556,38,Travel_Frequently,1702,4,6808,Research & Development,2,2,Life Sciences,4,Male,Laboratory Technician,Married,4,3,1,0,Yes,No
558,40,Travel_Rarely,18041,3,54123,Sales,2,4,Life Sciences,3,Female,Manager,Married,3,2,20,1,No,No
560,26,Travel_Rarely,2886,4,11544,Research & Development,23,3,Life Sciences,1,Female,Research Scientist,Divorced,4,3,3,0,No,No
562,30,Non-Travel,2097,4,6291,Research & Development,3,3,Life Sciences,3,Male,Laboratory Technician,Married,3,3,5,1,No,No
564,29,Travel_Rarely,11935,3,35805,Research & Development,3,4,Medical,2,Male,Research Director,Married,3,2,10,0,No,No
565,29,Travel_Rarely,2546,2,7638,Research & Development,25,5,Technical Degree,3,Female,Research Scientist,Married,3,2,2,1,No,Yes
566,19,Travel_Rarely,2564,4,7692,Human Resources,2,2,Technical Degree,1,Male,Human Resources,Single,3,3,1,0,No,Yes
567,30,Non-Travel,8412,1,25236,Sales,22,4,Other,3,Female,Sales Executive,Married,3,3,9,7,No,No
568,57,Travel_Rarely,14118,4,42354,Sales,29,3,Marketing,1,Male,Manager,Divorced,3,3,1,0,No,No
569,50,Travel_Rarely,17046,3,51138,Research & Development,29,4,Life Sciences,2,Male,Manager,Married,3,2,27,15,No,No
